 epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.015758,            0.044266,                   0,             0.93013,             0.90203,             0.95438,             0.75898,            0.012014,            0.026739,                   0,            0.005116,            0.005116,            0.005116
                 150,            0.015281,            0.040322,                   0,             0.91565,             0.90293,             0.95291,             0.76609,            0.011878,            0.027317,                   0,            0.005083,            0.005083,            0.005083
                 151,            0.014321,            0.043631,                   0,             0.94123,             0.85853,             0.94844,             0.76148,            0.012094,            0.027968,                   0,             0.00505,             0.00505,             0.00505
                 152,            0.014792,            0.043371,                   0,             0.91097,             0.90018,             0.94853,             0.76241,            0.012043,            0.027182,                   0,            0.005017,            0.005017,            0.005017
                 153,            0.014329,            0.040733,                   0,             0.93857,             0.89649,             0.95181,             0.76042,            0.012294,            0.026947,                   0,            0.004984,            0.004984,            0.004984
                 154,            0.014348,            0.039999,                   0,             0.93993,             0.89464,             0.95075,             0.76304,            0.012137,            0.026934,                   0,            0.004951,            0.004951,            0.004951
                 155,            0.014268,            0.040826,                   0,             0.93278,             0.89768,             0.95698,              0.7608,            0.012494,            0.026253,                   0,            0.004918,            0.004918,            0.004918
                 156,            0.014572,            0.044078,                   0,             0.93537,             0.88909,             0.95243,             0.75487,            0.012373,            0.026474,                   0,            0.004885,            0.004885,            0.004885
                 157,            0.014105,            0.043505,                   0,             0.95422,             0.87616,             0.94588,             0.75571,            0.012416,            0.027956,                   0,            0.004852,            0.004852,            0.004852
                 158,            0.015033,            0.041999,                   0,             0.94964,             0.87136,             0.94579,             0.75477,            0.012473,            0.027678,                   0,            0.004819,            0.004819,            0.004819
                 159,            0.014133,            0.039705,                   0,             0.93718,             0.88725,             0.94334,             0.75543,            0.012283,            0.028377,                   0,            0.004786,            0.004786,            0.004786
                 160,            0.014516,            0.040792,                   0,             0.90675,             0.90573,             0.94756,             0.75604,            0.012447,            0.027657,                   0,            0.004753,            0.004753,            0.004753
                 161,            0.014293,            0.039168,                   0,              0.9443,             0.87751,             0.95531,             0.76289,            0.011886,            0.026705,                   0,             0.00472,             0.00472,             0.00472
                 162,            0.014592,            0.041571,                   0,             0.92049,             0.89874,              0.9528,             0.75816,            0.012167,            0.027545,                   0,            0.004687,            0.004687,            0.004687
                 163,            0.014368,            0.043447,                   0,             0.92619,             0.89279,             0.95466,             0.75946,            0.012094,            0.027885,                   0,            0.004654,            0.004654,            0.004654
                 164,            0.015095,            0.043617,                   0,             0.93698,              0.8854,             0.95446,             0.76387,            0.011843,             0.02754,                   0,            0.004621,            0.004621,            0.004621
                 165,            0.014777,            0.042747,                   0,             0.91621,             0.90018,             0.95481,             0.76151,            0.011867,            0.027088,                   0,            0.004588,            0.004588,            0.004588
                 166,            0.013302,            0.040704,                   0,             0.91602,             0.90727,             0.95799,             0.77169,            0.011976,            0.027434,                   0,            0.004555,            0.004555,            0.004555
                 167,            0.013697,             0.03969,                   0,             0.91233,             0.89834,             0.95626,             0.77058,            0.011855,            0.027088,                   0,            0.004522,            0.004522,            0.004522
                 168,            0.014529,            0.042101,                   0,             0.95303,             0.86876,             0.95535,             0.76154,            0.012289,            0.027247,                   0,            0.004489,            0.004489,            0.004489
                 169,            0.014593,            0.038959,                   0,             0.92973,              0.8817,             0.95085,             0.76742,            0.012001,            0.027604,                   0,            0.004456,            0.004456,            0.004456
                 170,            0.013817,             0.04292,                   0,             0.92133,             0.88755,             0.94759,             0.76649,            0.012053,            0.027812,                   0,            0.004423,            0.004423,            0.004423
